date,season,month,holiday,weekday,working,weather,temp,hum,windspeed,casual,registered,count
2011-01-27,1,1,0,4,1,1,46.391,68.75,7.627078999999999,15,416,431
2011-01-28,1,1,0,5,1,2,47.016676399999994,79.30430000000001,8.2611,38,1129,1167
2011-01-29,1,1,0,6,0,1,46.5033236,65.17389999999999,9.739455,123,975,1098
2011-01-30,1,1,0,0,0,1,47.9793236,72.2174,4.956834199999999,140,956,1096
2011-01-31,1,1,0,1,1,2,45.3454754,60.375,12.541864,42,1459,1501
2011-02-01,1,2,0,2,1,2,46.1824412,82.9565,3.565271,47,1313,1360
2011-02-02,1,2,0,3,1,2,51.188,77.5417,17.708636,72,1454,1526
2011-02-03,1,2,0,4,1,1,45.7974266,43.7826,18.609384,61,1489,1550
2011-02-04,1,2,0,5,1,2,47.5942352,58.521699999999996,8.565213,88,1620,1708
2011-02-05,1,2,0,6,0,2,49.2199754,92.91669999999999,10.792293,100,905,1005
2011-02-06,1,2,0,0,0,1,53.0944754,56.833299999999994,9.5006,354,1269,1623
2011-02-07,1,2,0,1,1,1,52.049024599999996,73.83330000000001,3.0423561,120,1592,1712
2011-02-08,1,2,0,2,1,1,48.297475399999996,53.7917,24.25065,64,1466,1530
2011-02-09,1,2,0,3,1,2,41.9469854,49.4783,12.652213,53,1552,1605
2011-02-10,1,2,0,4,1,1,42.6528824,43.7391,14.869645,47,1491,1538
2011-02-11,1,2,0,5,1,1,45.9549158,50.6364,7.272849999999999,149,1597,1746
2011-02-12,1,2,0,6,0,1,48.420500000000004,54.4167,13.625589,288,1184,1472
2011-02-13,1,2,0,0,0,1,55.3593236,45.7391,17.479160999999998,397,1192,1589
2011-02-14,1,2,0,1,1,1,62.627,37.583299999999994,27.999836,208,1705,1913
2011-02-15,1,2,0,2,1,1,51.637220600000006,31.434800000000003,19.522058,140,1675,1815
2011-02-16,1,2,0,3,1,1,55.4876618,42.3478,16.869996999999998,218,1897,2115
2011-02-17,1,2,0,4,1,1,64.1644754,50.5,15.416968,259,2216,2475
2011-02-18,1,2,0,5,1,1,70.4990246,51.6667,17.749975000000003,579,2348,2927
2011-02-19,1,2,0,6,0,1,61.4585246,18.7917,34.000021,532,1103,1635
2011-02-20,1,2,0,0,0,1,53.0490146,40.7826,14.956745,639,1173,1812
2011-02-21,1,2,1,1,0,2,54.38597540000001,60.5,20.625682,195,912,1107
2011-02-22,1,2,0,2,1,1,45.4479836,57.7778,13.110761,74,1376,1450
2011-02-23,1,2,0,3,1,1,48.3643382,42.3043,6.3055710000000005,139,1778,1917
2011-02-24,1,2,0,4,1,2,53.8191176,69.7391,16.783231999999998,100,1707,1807
2011-02-25,1,2,0,5,1,2,58.8888824,71.2174,23.218113,120,1341,1461
2011-02-26,1,2,0,6,0,1,52.8485,53.7917,12.500257,424,1545,1969
2011-02-27,1,2,0,0,0,1,57.3486764,68,8.391615999999999,694,1708,2402
2011-02-28,1,2,0,1,1,2,62.0567474,87.63640000000001,19.408962,81,1365,1446
2011-03-01,1,3,0,2,1,1,51.680024599999996,53.5,14.500475,137,1714,1851
2011-03-02,1,3,0,3,1,1,56.723,44.9583,20.624811,231,1903,2134
2011-03-03,1,3,0,4,1,1,46.6369754,31.833299999999998,15.125518000000001,123,1562,1685
2011-03-04,1,3,0,5,1,2,51.311024599999996,61.0417,13.624182,214,1730,1944
2011-03-05,1,3,0,6,0,2,60.3515246,78.91669999999999,16.875357,640,1437,2077
2011-03-06,1,3,0,0,0,2,59.7873236,94.8261,23.000229,114,491,605
2011-03-07,1,3,0,1,1,1,51.316338200000004,55.1304,22.870584,244,1628,1872
2011-03-08,1,3,0,2,1,1,53.5865,42.0833,8.083549999999999,316,1817,2133
2011-03-09,1,3,0,3,1,2,53.8324754,77.5417,14.750050000000002,191,1700,1891
2011-03-10,1,3,0,4,1,3,60.7149158,0,17.545759,46,577,623
2011-03-11,1,3,0,5,1,2,55.3593236,64.95649999999999,15.60899,247,1730,1977
2011-03-12,1,3,0,6,0,1,56.2925246,59.458299999999994,14.791924999999999,724,1408,2132
2011-03-13,1,3,0,0,0,1,60.3648824,52.73910000000001,18.130468,982,1435,2417
2011-03-14,1,3,0,1,1,1,56.0010146,49.695699999999995,9.174042,359,1687,2046
2011-03-15,1,3,0,2,1,2,55.4234558,65.5652,12.348703,289,1767,2056
2011-03-16,1,3,0,3,1,2,58.9530146,77.65220000000001,13.608839,321,1871,2192
2011-03-17,1,3,0,4,1,1,62.627,60.291700000000006,14.041792999999998,424,2320,2744
2011-03-18,1,3,0,5,1,1,71.852,52.5217,15.478139,884,2355,3239
2011-03-19,1,3,0,6,0,1,66.87049999999999,37.9167,24.667189,1424,1693,3117
2011-03-20,1,3,0,0,0,1,56.5385,47.375,13.917307,1047,1424,2471
2011-03-21,2,3,0,1,1,2,63.766103,73.73910000000001,19.348461,401,1676,2077
2011-03-22,2,3,0,2,1,1,64.59502459999999,62.4583,15.125250000000001,460,2243,2703
2011-03-23,2,3,0,3,1,2,57.6054266,83.9565,15.695487,203,1918,2121
2011-03-24,2,3,0,4,1,2,53.033,80.58330000000001,16.333729,166,1699,1865
2011-03-25,2,3,0,5,1,1,51.495524599999996,49.5,15.458575000000002,300,1910,2210
2011-03-26,2,3,0,6,0,1,51.6184754,39.4167,14.041257,981,1515,2496
2011-03-27,2,3,0,0,0,2,50.6745734,49.3913,12.348099999999999,472,1221,1693
2011-03-28,2,3,0,1,1,1,51.508882400000005,30.2174,14.217668,222,1806,2028
2011-03-29,2,3,0,2,1,1,54.3245,31.4167,15.208732,317,2108,2425
2011-03-30,2,3,0,3,1,2,54.14,64.6667,11.583495999999998,168,1368,1536
2011-03-31,2,3,0,4,1,3,51.802975399999994,91.8333,14.582282000000001,179,1506,1685
2011-04-01,2,4,0,5,1,2,54.14,68.625,17.333436,307,1920,2227
2011-04-02,2,4,0,6,0,2,55.247,65.375,13.208782,898,1354,2252
2011-04-03,2,4,0,0,0,1,59.9209754,48,12.208271000000002,1651,1598,3249
2011-04-04,2,4,0,1,1,1,74.3119754,42.625,25.833257,734,2381,3115
2011-04-05,2,4,0,2,1,2,62.5655246,64.2083,26.000488999999998,167,1628,1795
2011-04-06,2,4,0,3,1,1,60.8434754,47.0833,17.625221,413,2395,2808
2011-04-07,2,4,0,4,1,1,64.2875,60.291700000000006,10.874904,571,2570,3141
2011-04-08,2,4,0,5,1,2,56.7844754,83.625,15.208464,172,1299,1471
2011-04-09,2,4,0,6,0,2,57.2765,87.75,8.916561,879,1576,2455
2011-04-10,2,4,0,0,0,2,63.4880246,85.75,9.833389,1188,1707,2895
2011-04-11,2,4,0,1,1,2,75.9591176,71.6956,21.739758,855,2493,3348
2011-04-12,2,4,0,2,1,2,69.08449999999999,73.9167,18.416892999999998,257,1777,2034
2011-04-13,2,4,0,3,1,2,62.442499999999995,81.91669999999999,16.791338999999997,209,1953,2162
2011-04-14,2,4,0,4,1,1,66.5015,54.041700000000006,7.4169,529,2738,3267
2011-04-15,2,4,1,5,0,1,64.9640246,67.125,15.167124999999999,642,2484,3126
2011-04-16,2,4,0,6,0,3,63.7954754,88.83330000000001,22.834136,121,674,795
2011-04-17,2,4,0,0,0,1,65.7020246,47.9583,20.334232,1558,2186,3744
2011-04-18,2,4,0,1,1,1,69.82249999999999,54.25,10.958988999999999,669,2760,3429
2011-04-19,2,4,0,2,1,2,69.3304754,66.5833,10.584057,409,2795,3204
2011-04-20,2,4,0,3,1,1,75.911,61.4167,16.208975,613,3331,3944
2011-04-21,2,4,0,4,1,1,65.8865246,40.708299999999994,21.792286,745,3444,4189
2011-04-22,2,4,0,5,1,2,56.8460246,72.9583,14.707906999999999,177,1506,1683
2011-04-23,2,4,0,6,0,2,65.94800000000001,88.79169999999999,15.458575000000002,1462,2574,4036
2011-04-24,2,4,0,0,0,2,74.92702460000001,81.08330000000001,12.875725000000001,1710,2481,4191
2011-04-25,2,4,0,1,1,1,76.77202460000001,77.6667,12.417311,773,3300,4073
2011-04-26,2,4,0,2,1,1,78.6170246,72.9167,21.875500000000002,678,3722,4400
2011-04-27,2,4,0,3,1,2,77.756,83.54169999999999,20.917399999999997,547,3325,3872
2011-04-28,2,4,0,4,1,2,77.57150000000001,70.08330000000001,21.500836000000003,569,3489,4058
2011-04-29,2,4,0,5,1,1,69.638,45.7083,16.084221,878,3717,4595
2011-04-30,2,4,0,6,0,1,66.87049999999999,50.3333,15.750025,1965,3347,5312
2011-05-01,2,5,0,0,0,2,65.3330246,76.2083,7.125718,1138,2213,3351
2011-05-02,2,5,0,1,1,2,72.5285246,73,12.291418,847,3554,4401
2011-05-03,2,5,0,2,1,2,77.51002460000001,69.7083,22.958689,603,3848,4451
2011-05-04,2,5,0,3,1,2,62.5655246,73.70830000000001,22.042732,255,2378,2633
2011-05-05,2,5,0,4,1,1,65.8865246,44.4167,19.791263999999998,614,3819,4433
2011-05-06,2,5,0,5,1,1,67.3625246,59,15.292482,894,3714,4608
2011-05-07,2,5,0,6,0,1,70.376,54.125,10.750150000000001,1612,3102,4714
2011-05-08,2,5,0,0,0,1,70.9909754,63.1667,5.0007125,1401,2932,4333
2011-05-09,2,5,0,1,1,1,71.29849999999999,58.875,11.792,664,3698,4362
2011-05-10,2,5,0,2,1,1,71.29849999999999,48.9167,7.749956999999999,694,4109,4803
2011-05-11,2,5,0,3,1,1,72.0365,63.29169999999999,8.083014,550,3632,4182
2011-05-12,2,5,0,4,1,1,71.483,74.75,12.707689,695,4169,4864
2011-05-13,2,5,0,5,1,2,69.82249999999999,86.33330000000001,12.041575,692,3413,4105
2011-05-14,2,5,0,6,0,2,70.43747540000001,92.25,9.041649999999999,902,2507,3409
2011-05-15,2,5,0,0,0,2,73.5125,86.70830000000001,10.249593,1582,2971,4553
2011-05-16,2,5,0,1,1,1,74.6195,78.79169999999999,8.500357000000001,773,3185,3958
2011-05-17,2,5,0,2,1,2,73.45102460000001,83.7917,18.582718,678,3445,4123
2011-05-18,2,5,0,3,1,2,72.59,87,13.499964,536,3319,3855
2011-05-19,2,5,0,4,1,2,71.17547540000001,82.9583,7.250271000000001,735,3840,4575
2011-05-20,2,5,0,5,1,1,71.60602460000001,71.9583,8.375871,909,4008,4917
2011-05-21,2,5,0,6,0,1,76.4645,62.6667,8.083549999999999,2258,3547,5805
2011-05-22,2,5,0,0,0,1,76.5875246,74.9583,9.916536,1576,3084,4660
2011-05-23,2,5,0,1,1,2,78.6170246,81,15.667413999999999,836,3438,4274
2011-05-24,2,5,0,2,1,2,80.708,74.0833,13.875164,659,3833,4492
2011-05-25,2,5,0,3,1,1,80.7694754,69.625,10.333611000000001,740,4238,4978
2011-05-26,2,5,0,4,1,1,84.2749754,67.75,13.376014,758,3919,4677
2011-05-27,2,5,0,5,1,1,82.3070246,65.375,16.125493,871,3808,4679
2011-05-28,2,5,0,6,0,1,80.4004754,72.9583,15.416164,2001,2757,4758
2011-05-29,2,5,0,0,0,1,81.2615,81.875,14.333846,2355,2433,4788
2011-05-30,2,5,1,1,0,1,86.11997540000002,68.5,8.792075,1549,2549,4098
2011-05-31,2,5,0,2,1,1,89.19500000000001,63.6667,7.459042999999999,673,3309,3982
2011-06-01,2,6,0,3,1,2,88.3955246,67.7083,13.875164,513,3461,3974
2011-06-02,2,6,0,4,1,1,84.767,30.5,19.583229000000003,736,4232,4968
2011-06-03,2,6,0,5,1,1,77.756,35.4167,16.959107,898,4414,5312
2011-06-04,2,6,0,6,0,1,78.863,45.625,8.250514,1869,3473,5342
2011-06-05,2,6,0,0,0,2,79.8469754,65.25,9.292364000000001,1685,3221,4906
2011-06-06,2,6,0,1,1,1,82.0609754,60,8.167032,673,3875,4548
2011-06-07,2,6,0,2,1,1,84.21350000000001,59.791700000000006,12.583136,763,4070,4833
2011-06-08,2,6,0,3,1,1,89.2564754,62.20830000000001,9.166739,676,3725,4401
2011-06-09,2,6,0,4,1,2,91.6549754,56.833299999999994,10.042161,563,3352,3915
2011-06-10,2,6,0,5,1,1,87.719,60.5,9.417118,815,3771,4586
2011-06-11,2,6,0,6,0,1,85.505,65.45830000000001,10.374949999999998,1729,3237,4966
2011-06-12,2,6,0,0,0,1,83.10650000000001,74.7917,10.958988999999999,1467,2993,4460
2011-06-13,2,6,0,1,1,1,78.863,49.4583,20.45845,863,4157,5020
2011-06-14,2,6,0,2,1,1,76.5875246,50.708299999999994,18.041961,727,4164,4891
2011-06-15,2,6,0,3,1,1,78.24802460000001,47.1667,11.250104,769,4411,5180
2011-06-16,2,6,0,4,1,2,78.3709754,68.8333,13.833556999999999,545,3222,3767
2011-06-17,2,6,0,5,1,1,79.9085246,73.5833,9.582942999999998,863,3981,4844
2011-06-18,2,6,0,6,0,1,83.4140246,67.0417,8.000336,1807,3312,5119
2011-06-19,2,6,0,0,0,2,83.59852459999999,66.6667,6.834,1639,3105,4744
2011-06-20,2,6,0,1,1,2,78.863,74.625,10.416825,699,3311,4010
2011-06-21,3,6,0,2,1,2,82.2454754,77.0417,11.458675000000001,774,4061,4835
2011-06-22,3,6,0,3,1,1,86.11997540000002,70.75,11.541554,661,3846,4507
2011-06-23,3,6,0,4,1,2,85.7509754,70.3333,15.999868,746,4044,4790
2011-06-24,3,6,0,5,1,1,85.4435246,57.3333,14.875675,969,4022,4991
2011-06-25,3,6,0,6,0,1,83.291,48.3333,14.041257,1782,3420,5202
2011-06-26,3,6,0,0,0,1,82.184,51.3333,6.3337311,1920,3385,5305
2011-06-27,3,6,0,1,1,2,82.3685,65.8333,7.2083960000000005,854,3854,4708
2011-06-28,3,6,0,2,1,1,86.9195246,63.416700000000006,9.666960999999999,732,3916,4648
2011-06-29,3,6,0,3,1,1,85.7509754,49.7917,17.542007,848,4377,5225
2011-06-30,3,6,0,4,1,1,83.4140246,43.416700000000006,12.415904000000001,1027,4488,5515
2011-07-01,3,7,0,5,1,1,85.32050000000001,39.625,6.874736,1246,4116,5362
2011-07-02,3,7,0,6,0,1,86.4889754,44.4583,7.709154,2204,2915,5119
2011-07-03,3,7,0,0,0,2,84.8900246,68.25,15.333486,2282,2367,4649
2011-07-04,3,7,1,1,0,2,85.6280246,63.7917,5.4591064000000005,3065,2978,6043
2011-07-05,3,7,0,2,1,1,87.1040246,59.0417,8.459286,1031,3634,4665
2011-07-06,3,7,0,3,1,1,85.136,74.33330000000001,10.042161,784,3845,4629
2011-07-07,3,7,0,4,1,1,87.35,65.125,10.666400000000001,754,3838,4592
2011-07-08,3,7,0,5,1,2,84.33652459999999,75.79169999999999,15.083643,692,3348,4040
2011-07-09,3,7,0,6,0,1,86.11997540000002,60.9167,11.250104,1988,3348,5336
2011-07-10,3,7,0,0,0,1,87.16550000000001,57.8333,12.292557,1743,3138,4881
2011-07-11,3,7,0,1,1,1,88.27250000000001,63.5833,18.916579,723,3363,4086
2011-07-12,3,7,0,2,1,1,90.60952459999999,55.9167,13.417017999999999,662,3596,4258
2011-07-13,3,7,0,3,1,1,87.1040246,63.1667,9.790911000000001,748,3594,4342
2011-07-14,3,7,0,4,1,1,82.2454754,47.625,16.124689,888,4196,5084
2011-07-15,3,7,0,5,1,1,80.95397539999999,59.12500000000001,12.249811,1318,4220,5538
2011-07-16,3,7,0,6,0,1,82.6760246,58.5,13.958914,2418,3505,5923
2011-07-17,3,7,0,0,0,1,85.0745246,60.4167,16.417211000000002,2006,3296,5302
2011-07-18,3,7,0,1,1,1,87.1040246,65.125,14.458867999999999,841,3617,4458
2011-07-19,3,7,0,2,1,1,89.3180246,65.0417,8.7502,752,3789,4541
2011-07-20,3,7,0,3,1,1,88.7029754,70.70830000000001,7.625739,644,3688,4332
2011-07-21,3,7,0,4,1,2,92.14699999999999,69.125,14.875407,632,3152,3784
2011-07-22,3,7,0,5,1,1,94.6069754,58.0417,8.9177,562,2825,3387
2011-07-23,3,7,0,6,0,1,94.6685246,50,8.791807,987,2298,3285
2011-07-24,3,7,0,0,0,1,93.254,55.0833,11.334456999999999,1050,2556,3606
2011-07-25,3,7,0,1,1,1,86.85797540000002,75.7083,6.0841560999999995,568,3272,3840
2011-07-26,3,7,0,2,1,1,88.9490246,54.0833,13.417285999999999,750,3840,4590
2011-07-27,3,7,0,3,1,1,89.19500000000001,40.291700000000006,12.292020999999998,755,3901,4656
2011-07-28,3,7,0,4,1,1,89.5025246,58.3333,11.958093,606,3784,4390
2011-07-29,3,7,0,5,1,1,93.86897540000001,54.25,11.667245999999999,670,3176,3846
2011-07-30,3,7,0,6,0,1,91.3475246,46.5833,11.291979,1559,2916,4475
2011-07-31,3,7,0,0,0,1,91.4704754,48.0833,11.042470999999999,1524,2778,4302
2011-08-01,3,8,0,1,1,1,88.9490246,55.0833,10.500039,729,3537,4266
2011-08-02,3,8,0,2,1,1,89.8099754,49.125,13.79195,801,4044,4845
2011-08-03,3,8,0,3,1,2,85.9970246,65.75,9.084061,467,3107,3574
2011-08-04,3,8,0,4,1,2,84.398,75.75,13.20905,799,3777,4576
2011-08-05,3,8,0,5,1,1,84.4594754,63.083299999999994,12.374632,1023,3843,4866
2011-08-06,3,8,0,6,0,2,84.8900246,75.5,15.29275,1521,2773,4294
2011-08-07,3,8,0,0,0,1,86.79650000000001,75.29169999999999,13.499629,1298,2487,3785
2011-08-08,3,8,0,1,1,1,88.45700000000001,59.2083,12.875725000000001,846,3480,4326
2011-08-09,3,8,0,2,1,1,89.19500000000001,57.04169999999999,10.125107,907,3695,4602
2011-08-10,3,8,0,3,1,1,88.5800246,42.4167,13.417285999999999,884,3896,4780
2011-08-11,3,8,0,4,1,1,84.95150000000001,42.375,11.041332,812,3980,4792
2011-08-12,3,8,0,5,1,1,84.2749754,41.5,8.416607,1051,3854,4905
2011-08-13,3,8,0,6,0,2,82.6144754,72.9583,14.167418,1504,2646,4150
2011-08-14,3,8,0,0,0,2,81.9380246,81.75,14.916411,1338,2482,3820
2011-08-15,3,8,0,1,1,1,81.1384754,71.20830000000001,13.999918,775,3563,4338
2011-08-16,3,8,0,2,1,1,83.7214754,57.8333,15.834043000000001,721,4004,4725
2011-08-17,3,8,0,3,1,1,85.3819754,57.5417,9.625689,668,4026,4694
2011-08-18,3,8,0,4,1,1,84.5210246,65.45830000000001,15.624936,639,3166,3805
2011-08-19,3,8,0,5,1,2,82.553,72.2917,9.333635999999998,797,3356,4153
2011-08-20,3,8,0,6,0,1,83.47550000000001,67.41669999999999,6.999289,1914,3277,5191
2011-08-21,3,8,0,0,0,1,84.4594754,77,16.666518,1249,2624,3873
2011-08-22,3,8,0,1,1,1,83.0450246,47,18.54225,833,3925,4758
2011-08-23,3,8,0,2,1,1,79.2934754,45.5417,9.833121,1281,4614,5895
2011-08-24,3,8,0,3,1,1,81.69197539999999,60.5,16.958236,949,4181,5130
2011-08-25,3,8,0,4,1,2,82.49152459999999,77.1667,14.125810999999999,435,3107,3542
2011-08-26,3,8,0,5,1,1,83.66,76.125,5.625487499999999,768,3893,4661
2011-08-27,3,8,0,6,0,2,82.184,85,25.166338999999997,226,889,1115
2011-08-28,3,8,0,0,0,1,84.1809542,56.1765,20.412153,1415,2919,4334
2011-08-29,3,8,0,1,1,1,78.98602460000001,55.45830000000001,10.708275,729,3905,4634
2011-08-30,3,8,0,2,1,1,79.17052460000001,54.833299999999994,8.375536,775,4429,5204
2011-08-31,3,8,0,3,1,1,80.4620246,59.791700000000006,5.5833311,688,4370,5058
2011-09-01,3,9,0,4,1,1,80.339,63.916700000000006,9.500332,783,4332,5115
2011-09-02,3,9,0,5,1,2,79.4779754,72.70830000000001,9.375243,875,3852,4727
2011-09-03,3,9,0,6,0,1,81.38452459999999,71.6667,12.416775,1935,2549,4484
2011-09-04,3,9,0,0,0,1,84.33652459999999,74.20830000000001,13.833289,2521,2419,4940
2011-09-05,3,9,1,1,0,2,81.69197539999999,79.0417,14.250632,1236,2115,3351
2011-09-06,3,9,0,2,1,3,71.852,88.6957,23.044181,204,2506,2710
2011-09-07,3,9,0,3,1,3,76.2185246,91.7083,6.500393600000001,118,1878,1996
2011-09-08,3,9,0,4,1,3,78.78277940000001,93.9565,12.914116,153,1689,1842
2011-09-09,3,9,0,5,1,2,79.97,89.79169999999999,8.333393000000001,417,3127,3544
2011-09-10,3,9,0,6,0,1,80.708,75.375,10.291736,1750,3595,5345
2011-09-11,3,9,0,0,0,1,80.2159754,71.375,7.708618,1633,3413,5046
2011-09-12,3,9,0,1,1,1,79.5528824,69.2174,5.957171000000001,690,4023,4713
2011-09-13,3,9,0,2,1,1,80.0314754,71.25,9.500868,701,4062,4763
2011-09-14,3,9,0,3,1,1,81.69197539999999,69.7083,11.2091,647,4138,4785
2011-09-15,3,9,0,4,1,2,74.6195,70.9167,18.166782,428,3231,3659
2011-09-16,3,9,0,5,1,2,66.6245246,59.0417,11.000261,742,4018,4760
2011-09-17,3,9,0,6,0,2,68.2850246,71.8333,12.708225,1434,3077,4511
2011-09-18,3,9,0,0,0,1,69.45349999999999,69.5,11.958361,1353,2921,4274
2011-09-19,3,9,0,1,1,2,72.5285246,69,10.166713999999999,691,3848,4539
2011-09-20,3,9,0,2,1,2,73.45102460000001,88.125,9.041917999999999,438,3203,3641
2011-09-21,3,9,0,3,1,2,75.911,90,6.4590814,539,3813,4352
2011-09-22,3,9,0,4,1,2,78.3709754,90.2083,8.584375,555,4240,4795
2011-09-23,4,9,0,5,1,2,76.9565246,97.25,5.2505689,258,2137,2395
2011-09-24,4,9,0,6,0,2,76.77202460000001,86.25,5.2516811,1776,3647,5423
2011-09-25,4,9,0,0,0,2,78.8015246,84.5,3.3754064,1544,3466,5010
2011-09-26,4,9,0,1,1,2,79.9085246,84.8333,7.4169,684,3946,4630
2011-09-27,4,9,0,2,1,2,78.98602460000001,88.5417,7.917457,477,3643,4120
2011-09-28,4,9,0,3,1,2,78.863,84.875,9.958143000000002,480,3427,3907
2011-09-29,4,9,0,4,1,1,77.51002460000001,69.91669999999999,11.583161,653,4186,4839
2011-09-30,4,9,0,5,1,1,73.6355246,64.75,13.833825,830,4372,5202
2011-10-01,4,10,0,6,0,2,62.257999999999996,75.375,19.583832,480,1949,2429
2011-10-02,4,10,0,0,0,2,58.322024600000006,79.1667,14.874870999999999,616,2302,2918
2011-10-03,4,10,0,1,1,2,60.3515246,76.0833,5.5841686,330,3240,3570
2011-10-04,4,10,0,2,1,1,67.7315246,71,13.792218,486,3970,4456
2011-10-05,4,10,0,3,1,1,71.7289754,64.79169999999999,11.87575,559,4267,4826
2011-10-06,4,10,0,4,1,1,68.4695246,62.083299999999994,9.041917999999999,639,4126,4765
2011-10-07,4,10,0,5,1,1,69.69947540000001,68.41669999999999,1.5002439,949,4036,4985
2011-10-08,4,10,0,6,0,1,70.4990246,70.125,3.0420814,2235,3174,5409
2011-10-09,4,10,0,0,0,1,71.91347540000001,72.75,4.251150000000001,2397,3114,5511
2011-10-10,4,10,1,1,0,1,74.12747540000001,73.375,2.8343814,1514,3603,5117
2011-10-11,4,10,0,2,1,2,73.82002460000001,80.875,9.583814,667,3896,4563
2011-10-12,4,10,0,3,1,3,72.0979754,90.625,16.62605,217,2199,2416
2011-10-13,4,10,0,4,1,2,75.4805246,89.6667,9.499729,290,2623,2913
2011-10-14,4,10,0,5,1,2,72.65147540000001,71.625,15.000161,529,3115,3644
2011-10-15,4,10,0,6,0,1,69.3920246,48.3333,17.291561,1899,3318,5217
2011-10-16,4,10,0,0,0,1,69.7610246,48.6667,18.875039,1748,3293,5041
2011-10-17,4,10,0,1,1,1,71.4215246,57.958299999999994,11.750393,713,3857,4570
2011-10-18,4,10,0,2,1,2,71.29849999999999,70.1667,7.375829,637,4111,4748
2011-10-19,4,10,0,3,1,3,71.9803382,89.52170000000001,16.303713,254,2170,2424
2011-10-20,4,10,0,4,1,1,67.11647540000001,63.625,28.292425,471,3724,4195
2011-10-21,4,10,0,5,1,1,63.5495,57.4167,14.833532,676,3628,4304
2011-10-22,4,10,0,6,0,1,63.180499999999995,62.916700000000006,6.2086689,1499,2809,4308
2011-10-23,4,10,0,0,0,1,63.1190246,74.125,6.6673375,1619,2762,4381
2011-10-24,4,10,0,1,1,1,66.1939754,77.2083,7.959064,699,3488,4187
2011-10-25,4,10,0,2,1,1,66.8090246,62.291700000000006,11.166086,695,3992,4687
2011-10-26,4,10,0,3,1,2,67.7315246,72.04169999999999,9.959014,404,3490,3894
2011-10-27,4,10,0,4,1,2,66.686,81.2917,13.250121,240,2419,2659
2011-10-28,4,10,0,5,1,2,56.4154754,58.58330000000001,15.375093,456,3291,3747
2011-10-29,4,10,0,6,0,3,50.757524599999996,88.25,23.541857,57,570,627
2011-10-30,4,10,0,0,0,1,55.5545246,62.375,11.833339,885,2446,3331
2011-10-31,4,10,0,1,1,1,57.092,70.3333,7.12545,362,3307,3669
2011-11-01,4,11,0,2,1,1,61.5814754,68.375,9.083257,410,3658,4068
2011-11-02,4,11,0,3,1,1,59.8595,71.875,5.5001439,370,3816,4186
2011-11-03,4,11,0,4,1,1,62.1349754,70.20830000000001,9.166739,318,3656,3974
2011-11-04,4,11,0,5,1,2,61.7659754,62.25000000000001,18.209193,470,3576,4046
2011-11-05,4,11,0,6,0,1,56.10802459999999,51.916700000000006,12.667154,1156,2770,3926
2011-11-06,4,11,0,0,0,1,57.706975400000005,73.4583,6.1676314,952,2697,3649
2011-11-07,4,11,0,1,1,1,61.150999999999996,75.875,3.834075,373,3662,4035
2011-11-08,4,11,0,2,1,1,62.1349754,72.16669999999999,4.6255125,376,3829,4205
